Quota,Category,State,Institute,Course,Fee,CR 2025 1,CR 2025 2,CR 2025 3
AI,SC,Tripura,"Agartala Med Coll, Agartala",MBBS,59500,101319(4),124850(4),136300(4)
AI,SC,Tamil Nadu,"Govt Med Coll, Virudhunagar",MBBS,18073,62728(4),129560(4),136372(4)
AI,SC,Andaman and Nicobar Islands,"Andaman & NicobarIMS,PortBlair",MBBS,59500,104569(3),125357(3),136392(3)
AI,SC,Arunachal Pradesh,"Tomo Riba IHMS, Naharlagun",MBBS,33000,98597(2),130231(2),136445(2)
AI,ST,Maharashtra,"Government Med Coll, Sindhudurg",MBBS,158600,-,-,136446(1)
AI,ST,Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,20100,102692(1),124940(1),136565(1)
AI,ST,Maharashtra,"Government Med Coll, Ambernath",MBBS,158600,123743(1),124036(1),136883(1)
AI,ST,Andhra Pradesh,"Government Med Coll, Eluru",MBBS,15000,137133(1),137133(1),137133(1)
AI,ST,Kerala,"Academy of Med Sci, Pariyaram",MBBS,23150,114542(1),114542(1),137232(1)
AI,ST,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,15000,92240(1),92240(1),137271(2)
AIIMS SO,Open-PwD,Maharashtra,"AIIMS, Nagpur",MBBS,1350,137288(2),137288(2),137288(2)
AI,ST,West Bengal,"Sarat CC Govt Med Coll, Howrah",MBBS,9000,124635(1),137499(1),137499(1)
DEEMED PS,Open,Karnataka,"KS Hegde, Mangalore",MBBS,1778000,105741(175),135252(175),137517(175)
AI,ST,Maharashtra,"Government Med Coll, Bhandara",MBBS,158600,126924(1),125968(1),137961(1)
DU,ST,Delhi,"MAMC, Delhi",MBBS,2095,127408(14),127408(14),138067(15)
AI,ST,Chhattisgarh,"CCM Govt Medical College, Durg",MBBS,50000,122663(3),130250(3),138082(3)
AI,ST,Tamil Nadu,Govt Vellore Med Coll,MBBS,18073,92580(1),102687(1),138176(1)
AI,ST,West Bengal,Midnapore Medical College,MBBS,9000,125396(2),138363(2),138363(2)
AI,ST,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",MBBS,50000,110330(1),116051(1),139023(1)
AI,ST,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,15000,101082(3),128302(3),139038(3)
AI,ST,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,15000,93895(3),113239(3),139163(3)
AI,ST,Maharashtra,"Government Med Coll, Jalna",MBBS,158600,134712(1),127509(1),139363(1)
AI,ST,West Bengal,"Govt Med Coll, Raiganj",MBBS,9000,131714(2),139591(2),139591(3)
AI,SC,Rajasthan,"GDC, Jodhpur",BDS,35077,-,149021(1),139644(1)
AI,SC,Uttar Pradesh,"Faculty of Dental Sci, Lucknow",BDS,47600,129928(1),144199(1),139651(1)
AI,ST,Maharashtra,"Government Med Coll, Parbhani",MBBS,158600,119224(1),126062(1),139769(1)
DEEMED PS,Open,Maharashtra,"Rural Med Coll, LONI",MBBS,1900000,124946(170),138242(170),139826(170)
AI,ST,Karnataka,"Yadgiri Inst of Med Sci,Yadgiri",MBBS,64350,127896(1),139930(1),139930(1)
AI,ST,West Bengal,Bankura Sammilani Med Coll,MBBS,9000,116490(3),130285(3),140230(3)
AI,ST,Jammu and Kashmir,"Government Med Coll, Handwara",MBBS,34215,85106(1),129248(1),140295(1)
AI,ST,Odisha,"Govt Med Coll, Balangir",MBBS,22000,127876(1),140348(1),140348(1)
DEL CW,OBC,Delhi,"Maulana Azad IDS, New Delhi",BDS,5395,140708(1),140708(1),140708(1)
AI,ST,Karnataka,Chikkaballapura Inst Of Med Sci,MBBS,64350,111163(1),140858(2),140858(2)
AI,ST,Maharashtra,"Government Med Coll, Buldhana",MBBS,158600,130471(1),130471(1),140919(1)
AI,ST,Telangana,"Govt Med Coll, Yadadri",MBBS,14000,129006(1),141574(1),141574(1)
