S. No.,State,Management of college,College Name,Course Name,Seats
1848,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MS - Ophthalmology,11
1849,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MD - Pharmacology,6
1850,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MS - General Surgery,23
1851,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MD - Anatomy,6
1852,Jammu & Kashmir,Govt,"Government Medical College, Jammu","MD - Dermatology , Venereology & Leprosy",7
1853,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MD - General Medicine,13
1854,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MD - Microbiology,3
1855,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MD - Physiology,9
1856,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MD - Paediatrics,14
1857,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MD - Pathology,16
1858,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MS - ENT,13
1859,Jammu & Kashmir,Govt,"Government Medical College, Jammu",MS - Obstetrics & Gynaecology,20
1860,Jammu & Kashmir,Govt,"Government Medical College, Jammu","MD - Social & Preventive Medicine / Community
Medicine",6
1861,Jammu & Kashmir,Govt,"Government Medical College, Kathua",MS- General Surgery,3
1862,Jammu & Kashmir,Govt,"Government Medical College, Srinagar","Diploma in Dermatology, Venereology and Leprosy",2
1863,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",Diploma in Ophthalmology,1
1864,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Anaesthesiology,35
1865,Jammu & Kashmir,Govt,"Government Medical College, Srinagar","MD - Dermatology , Venereology & Leprosy",6
1866,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - General Medicine,22
1867,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Microbiology,14
1868,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Paediatrics,17
1869,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Pathology,8
1870,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Pharmacology,7
1871,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Physiology,8
1872,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Psychiatry,12
1873,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Radio Diagnosis/Radiology,15
1874,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Radiotherapy/ Radiation Oncology,3
1875,Jammu & Kashmir,Govt,"Government Medical College, Srinagar","MD - Social & Preventive Medicine / Community
Medicine",8
1876,Jammu & Kashmir,Govt,"Government Medical College, Srinagar","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",4
1877,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MD - Anatomy,12
1878,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MS - Ophthalmology,11
1879,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MS - ENT,6
1880,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MS - General Surgery,20
1881,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MS - Obstetrics & Gynaecology,30
1882,Jammu & Kashmir,Govt,"Government Medical College, Srinagar",MS - Orthopaedics,16
1883,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MS - Orthopaedics,6
1884,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MS - Obstetrics & Gynaecology,6
1885,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MS - Ophthalmology,3
1886,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Pathology,8
1887,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Hospital Administration,5
1888,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar","MD - Social & Preventive Medicine / Community
Medicine",3
1889,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Radiotherapy/ Radiation Oncology,5
1890,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar","Diploma in Immuno-Haematology and Blood
Transfusion",2
1891,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MS - General Surgery,19
1892,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Anaesthesiology,22
1893,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Paediatrics,7
1894,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Radio Diagnosis/Radiology,16
1895,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Respiratory Medicine,2
1896,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar","MD - Dermatology , Venereology & Leprosy",2
1897,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - General Medicine,20
1898,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",Diploma in Anaesthesia,12
1899,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Psychiatry,3
1900,Jammu & Kashmir,Govt,"Sher-I-Kashmir Instt. Of Medical Sciences, Srinagar",MD - Microbiology,5
1901,Jharkhand,Govt,"Central Institute of Psychiatry, Ranchi",MD - Psychiatry,34
1902,Jharkhand,Govt,"M G M Medical College, Jamshedpur",Diploma in Obstetrics & Gynaecology,2
1903,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MS - Otorhinolaryngology,3
1904,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MS - Obstetrics & Gynaecology,3
1905,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MS - Ophthalmology,3
1906,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MD - Paediatrics,4
1907,Jharkhand,Govt,"M G M Medical College, Jamshedpur",Diploma in Child Health,2
1908,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MS - General Surgery,5
1909,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MD - Pharmacology,1
1910,Jharkhand,Govt,"M G M Medical College, Jamshedpur","MD - Dermatology , Venereology & Leprosy",1
1911,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MD - Anaesthesiology,2
1912,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MS - Orthopaedics,3
1913,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MD - Physiology,2
1914,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MD - General Medicine,6
1915,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MD - Anatomy,2
1916,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MD - Pathology,4
1917,Jharkhand,Govt,"M G M Medical College, Jamshedpur",Diploma in Radio-Diagnosis,2
1918,Jharkhand,Govt,"M G M Medical College, Jamshedpur",MD - Radiodiagnosis,2
1919,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Radio Diagnosis/Radiology,7
1920,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MS - General Surgery,24
1921,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MS - Orthopaedics,6
1922,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi","MD - Dermatology , Venereology & Leprosy",4
1923,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Pharmacology,9
1924,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Anaesthesiology,16
1925,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MS - Obstetrics & Gynaecology,15
1926,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Paediatrics,14
1927,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - General Medicine,15
1928,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Bio-Chemistry,5
1929,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Physiology,7
1930,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Microbiology,6
1931,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi","MD - Forensic Medicine/Forensic Medicine &
Toxicology",6
1932,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Anatomy,5
1933,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi","MD - Social & Preventive Medicine / Community
Medicine",5
1934,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MS - ENT,6
1935,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MD - Pathology,18
1936,Jharkhand,Govt,"Rajendra Institute of Medical Sciences, Ranchi",MS - Ophthalmology,8
1937,Jharkhand,Govt,"Ranchi Instt. Of Neuro-Psychiatry and Allied Sciences,Kanke,Ranchi",MD - Psychiatry,1
1938,Jharkhand,Govt,"Shahed Nirmal Mahto Medical College & Hospital, Dhanbad",MD - General Medicine,6
1939,Jharkhand,Govt,"Shahed Nirmal Mahto Medical College & Hospital, Dhanbad",MS - Orthopaedics,3
1940,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Anatomy,4
1941,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Pharmacology,4
1942,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Anaesthesiology,12
1943,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore","MD - Social & Preventive Medicine / Community
Medicine",4
1944,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Radio Diagnosis/Radiology,15
1945,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MS - Ophthalmology,4
1946,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Paediatrics,8
1947,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Bio-Chemistry,3
1948,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Psychiatry,3
1949,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - General Medicine,16
1950,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MS - General Surgery,12
1951,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",Diploma in Tuberculosis & Chest Diseases,1
1952,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Radiotherapy/ Radiation Oncology,3
1953,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",3
1954,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Pathology,5
1955,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MS - ENT,5
1956,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore","MD - Forensic Medicine/Forensic Medicine &
Toxicology",2
1957,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore","MD - Dermatology , Venereology & Leprosy",5
1958,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Microbiology,2
1959,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MS - Obstetrics & Gynaecology,6
1960,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MD - Physiology,3
1961,Karnataka,Trust,"A J Institute of Medical Sciences & Research Centre, Mangalore",MS - Orthopaedics,8
1962,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MS - General Surgery,17
1963,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Psychiatry,3
1964,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MS - Obstetrics & Gynaecology,11
1965,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MS - ENT,6
1966,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,"MD - Social & Preventive Medicine / Community
Medicine",1
1967,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Microbiology,4
1968,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Anatomy,2
1969,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MS - Orthopaedics,12
1970,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MS - Ophthalmology,5
1971,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Anaesthesiology,12
1972,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Pathology,9
1973,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Bio-Chemistry,1
1974,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Pharmacology,2
1975,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Paediatrics,8
1976,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Radio Diagnosis/Radiology,7
1977,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - General Medicine,11
1978,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,"MD - Forensic Medicine/Forensic Medicine &
Toxicology",2
1979,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Respiratory Medicine,3
1980,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,"MD - Dermatology , Venereology & Leprosy",5
1981,Karnataka,Trust,Adichunchanagiri Institute of Medical Sciences Bellur,MD - Physiology,4
1982,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Anatomy,3
1983,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Biochemistry,3
1984,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Microbiology,5
1985,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Psychiatry,4
1986,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - General Medicine,10
1987,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka","MD - Social & Preventive Medicine / Community
Medicine",4
1988,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MS - Orthopaedics,6
1989,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Emergency Medicine,5
1990,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MS - Otorhinolaryngology,3
1991,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Radio Diagnosis,6
1992,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Paediatrics,6
1993,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MS - General Surgery,10
1994,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MS - Obstetrics and Gynaecology,8
1995,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Anaesthesiology,8
1996,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Pharmacology,3
1997,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MS - Ophthalmology,4
1998,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka",MD - Pathology,4
1999,Karnataka,Trust,"Akash Institute of Medical Sciences & Research Centre, Devanhalli, Bangalore,
Karnataka","MD - Dermatology , Venereology & Leprosy",5
2000,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MS - Obstetrics & Gynaecology,9
2001,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MS - ENT,3
2002,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MD - Radio Diagnosis/Radiology,6
2003,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MD - Anatomy,1
2004,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MS - General Surgery,10
2005,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MD - General Medicine,15
2006,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MD - Anaesthesiology,6
2007,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MD - Physiology,1
2008,Karnataka,Trust,"Al-Ameen Medical College,Bijapur","MD - Forensic Medicine/Forensic Medicine &
Toxicology",2
2009,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MD - Paediatrics,8
2010,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MS - Ophthalmology,3
2011,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MS - Orthopaedics,9
2012,Karnataka,Trust,"Al-Ameen Medical College,Bijapur",MD - Pathology,2
2013,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",8
2014,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore",MD - General Medicine,32
2015,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore",MS - ENT,12
2016,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore",MD - Pathology,12
2017,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore",MD - Paediatrics,18
2018,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore",MS - Orthopaedics,15
2019,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore","MD - Forensic Medicine/Forensic Medicine &
Toxicology",6
2020,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore","MD - Dermatology , Venereology & Leprosy",7
2021,Karnataka,Govt,"Bangalore Medical College and Research Institute, Bangalore","MD - Social & Preventive Medicine / Community
Medicine",7
